"level" "reps" "arch" "demog_name" "demog_level_sub" "demog_level" "MIG_x" "MIG_y" "xcline" "ycline" "demog" "METAPOP_SIDE_x" "METAPOP_SIDE_y" "Nequal" "isVariableM" "MIG_breaks" "arch_level_sub" "arch_level" "MU_base" "MU_QTL_proportion" "SIGMA_QTN_1" "SIGMA_QTN_2" "SIGMA_K_1" "SIGMA_K_2" "N_traits" "ispleiotropy" "seed"
"oliogenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-cline-N-to-S_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231710
"oliogenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-equal_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231712
"oliogenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-cline-center-to-edge_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231714
"oliogenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-cline-N-to-S_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231715
"oliogenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-equal_m_breaks" 3 "oliogenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231716
"oliogenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-equal_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231717
"oliogenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-variable_m-variable" 3 "oliogenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231718
"oliogenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-cline-center-to-edge_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231719
"oliogenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-cline-N-to-S_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231720
"oliogenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-equal_m_breaks" 3 "oliogenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231721
"oliogenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-equal_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231722
"oliogenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-variable_m-variable" 3 "oliogenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231723
"oliogenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-cline-center-to-edge_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231724
"oliogenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-cline-N-to-S_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231725
"oliogenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-equal_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231727
"oliogenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-cline-center-to-edge_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231729
"oliogenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-cline-N-to-S_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231730
"oliogenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-equal_m_breaks" 3 "oliogenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231731
"oliogenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-equal_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231732
"oliogenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-variable_m-variable" 3 "oliogenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231733
"oliogenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-cline-center-to-edge_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231734
"oliogenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-cline-N-to-S_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231735
"oliogenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-equal_m_breaks" 3 "oliogenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231736
"oliogenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-equal_m-constant" 3 "oliogenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231737
"oliogenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-variable_m-variable" 3 "oliogenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231738
"oliogenic_2-trait-pleiotropy-equal-S__Est-Clines_N-cline-center-to-edge_m-constant" 3 "oliogenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231739
"oliogenic_2-trait-pleiotropy-equal-S__Est-Clines_N-cline-N-to-S_m-constant" 3 "oliogenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231740
"oliogenic_2-trait-pleiotropy-equal-S__Est-Clines_N-equal_m-constant" 3 "oliogenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231742
"oliogenic_2-trait-pleiotropy-equal-S__SS-Clines_N-cline-center-to-edge_m-constant" 3 "oliogenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231744
"oliogenic_2-trait-pleiotropy-equal-S__SS-Clines_N-cline-N-to-S_m-constant" 3 "oliogenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231745
"oliogenic_2-trait-pleiotropy-equal-S__SS-Clines_N-equal_m_breaks" 3 "oliogenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231746
"oliogenic_2-trait-pleiotropy-equal-S__SS-Clines_N-equal_m-constant" 3 "oliogenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231747
"oliogenic_2-trait-pleiotropy-equal-S__SS-Clines_N-variable_m-variable" 3 "oliogenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231748
"oliogenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-cline-center-to-edge_m-constant" 3 "oliogenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231749
"oliogenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-cline-N-to-S_m-constant" 3 "oliogenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231750
"oliogenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-equal_m_breaks" 3 "oliogenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231751
"oliogenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-equal_m-constant" 3 "oliogenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231752
"oliogenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-variable_m-variable" 3 "oliogenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231753
"oliogenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-cline-center-to-edge_m-constant" 3 "oliogenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231754
"oliogenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-cline-N-to-S_m-constant" 3 "oliogenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231755
"oliogenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-equal_m-constant" 3 "oliogenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231757
"oliogenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-cline-center-to-edge_m-constant" 3 "oliogenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231759
"oliogenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-cline-N-to-S_m-constant" 3 "oliogenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231760
"oliogenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-equal_m_breaks" 3 "oliogenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231761
"oliogenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-equal_m-constant" 3 "oliogenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231762
"oliogenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-variable_m-variable" 3 "oliogenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231763
"oliogenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-cline-center-to-edge_m-constant" 3 "oliogenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231764
"oliogenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-cline-N-to-S_m-constant" 3 "oliogenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231765
"oliogenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-equal_m_breaks" 3 "oliogenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231766
"oliogenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-equal_m-constant" 3 "oliogenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231767
"oliogenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-variable_m-variable" 3 "oliogenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231768
"highly-polygenic_1-trait__Est-Clines_N-cline-center-to-edge_m-constant" 4 "highly-polygenic_1-trait" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231769
"highly-polygenic_1-trait__Est-Clines_N-cline-N-to-S_m-constant" 4 "highly-polygenic_1-trait" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231770
"highly-polygenic_1-trait__Est-Clines_N-equal_m-constant" 4 "highly-polygenic_1-trait" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231772
"highly-polygenic_1-trait__SS-Clines_N-cline-center-to-edge_m-constant" 4 "highly-polygenic_1-trait" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231774
"highly-polygenic_1-trait__SS-Clines_N-cline-N-to-S_m-constant" 4 "highly-polygenic_1-trait" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231775
"highly-polygenic_1-trait__SS-Clines_N-equal_m_breaks" 4 "highly-polygenic_1-trait" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231776
"highly-polygenic_1-trait__SS-Clines_N-equal_m-constant" 4 "highly-polygenic_1-trait" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231777
"highly-polygenic_1-trait__SS-Clines_N-variable_m-variable" 4 "highly-polygenic_1-trait" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231778
"highly-polygenic_1-trait__SS-Mtn_N-cline-center-to-edge_m-constant" 4 "highly-polygenic_1-trait" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231779
"highly-polygenic_1-trait__SS-Mtn_N-cline-N-to-S_m-constant" 4 "highly-polygenic_1-trait" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231780
"highly-polygenic_1-trait__SS-Mtn_N-equal_m_breaks" 4 "highly-polygenic_1-trait" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231781
"highly-polygenic_1-trait__SS-Mtn_N-equal_m-constant" 4 "highly-polygenic_1-trait" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231782
"highly-polygenic_1-trait__SS-Mtn_N-variable_m-variable" 4 "highly-polygenic_1-trait" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231783
"highly-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-cline-center-to-edge_m-constant" 4 "highly-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "2-trait-no-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 0 1231784
"highly-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-cline-N-to-S_m-constant" 4 "highly-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "2-trait-no-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 0 1231785
"highly-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-equal_m-constant" 4 "highly-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "2-trait-no-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 0 1231787
